Species,,GrowthType,SpawningType,Temp,BodyWEight,g,Source
Centropages,abdominalis,A,B,10,44.74,0.0405,67
Centropages,abdominalis,A,B,10,40.59,0.0446,67
Centropages,abdominalis,A,B,10,49.16,0.0368,67
Centropages,abdominalis,A,B,10,36.7,0.1254,67
Centropages,abdominalis,A,B,10,53.87,0.0855,67
Centropages,abdominalis,A,B,10,36.7,0.1254,67
Centropages,abdominalis,A,B,10,53.87,0.1151,67
Centropages,abdominalis,A,B,10,49.16,0.1261,67
Centropages,abdominalis,A,B,10,40.59,0.1528,67
Centropages,abdominalis,A,B,10,44.74,0.1887,67
Centropages,abdominalis,A,B,10,44.74,0.1887,67
Centropages,abdominalis,A,B,10,44.74,0.1887,67
Centropages,abdominalis,A,B,10,49.16,0.1718,67
Centropages,abdominalis,A,B,10,49.16,0.0265,67
Centropages,abdominalis,A,B,10,36.7,0.0355,67
Centropages,abdominalis,A,B,10,49.16,0.0262,67
Centropages,abdominalis,A,B,10,44.74,0.0609,67
Centropages,abdominalis,A,B,10,40.59,0.0671,67
Centropages,abdominalis,A,B,10,36.7,0.0743,67
Centropages,abdominalis,A,B,10,40.59,0.1479,67
Centropages,abdominalis,A,B,10,40.59,0.2557,67
Centropages,abdominalis,A,B,10,33.07,0,67
Centropages,abdominalis,A,B,10,40.59,0,67
Centropages,abdominalis,A,B,10,16.16,0,67
Centropages,abdominalis,A,B,10,49.16,0.0383,67
Centropages,abdominalis,A,B,10,40.59,0.0464,67
Centropages,abdominalis,A,B,10,26.53,0,67
Centropages,abdominalis,A,B,10,33.07,0,67
Centropages,abdominalis,A,B,10,29.68,0,67
Centropages,abdominalis,A,B,10,49.16,0.0789,67
Centropages,abdominalis,A,B,10,36.7,0.1057,67
Centropages,abdominalis,A,B,14,36.7,0,67
Centropages,abdominalis,A,B,14,36.7,0,67
Centropages,abdominalis,A,B,14,53.87,0.0808,67
Centropages,abdominalis,A,B,14,40.59,0.1073,67
Centropages,abdominalis,A,B,14,36.7,0,67
Centropages,abdominalis,A,B,14,36.7,0,67
,,,,,,,
Centropages,brachiatus,A,B,11,10,0.141,43
Centropages,brachiatus,A,B,14,10,0.068,43
Centropages,brachiatus,A,B,17,10,0.251,66
Centropages,brachiatus,A,B,15.5,4.59,0.004,69
,,,,,,,
Centropages,hamatus,A,B,3,7.7,0.04,7
Centropages,hamatus,A,B,7.5,10,0.112,14
Centropages,hamatus,A,B,4,10,0.052,4
Centropages,hamatus,A,B,4,10,0.016,4
Centropages,hamatus,A,B,5,10,0.028,4
Centropages,hamatus,A,B,5,10,0.056,4
Centropages,hamatus,A,B,5,10,0.08,4
Centropages,hamatus,A,B,5,10,0.096,4
Centropages,hamatus,A,B,5,10,0.092,4
Centropages,hamatus,A,B,5,10,0.18,4
Centropages,hamatus,A,B,7,10,0.096,4
Centropages,hamatus,A,B,7,10,0.068,4
Centropages,hamatus,A,B,7,10,0.076,4
Centropages,hamatus,A,B,7,10,0.104,4
Centropages,hamatus,A,B,7,10,0.12,4
Centropages,hamatus,A,B,7,10,0.136,4
Centropages,hamatus,A,B,7,10,0.16,4
Centropages,hamatus,A,B,7,10,0.16,4
Centropages,hamatus,A,B,7,10,0.18,4
Centropages,hamatus,A,B,7,10,0.232,4
Centropages,hamatus,A,B,7,10,0.256,4
Centropages,hamatus,A,B,7,10,0.236,4
Centropages,hamatus,A,B,7,10,0.272,4
Centropages,hamatus,A,B,7,10,0.304,4
Centropages,hamatus,A,B,7,10,0.216,4
Centropages,hamatus,A,B,12,10,0.024,4
Centropages,hamatus,A,B,16,10,0.02,4
Centropages,hamatus,A,B,16,10,0.008,4
Centropages,hamatus,A,B,16,10,0.004,4
Centropages,hamatus,A,B,18,10,0.012,4
Centropages,hamatus,A,B,18,10,0.012,4
Centropages,hamatus,A,B,17,10,0.016,4
Centropages,hamatus,A,B,17,10,0.016,4
Centropages,hamatus,A,B,17,10,0.052,4
Centropages,hamatus,A,B,17,10,0.06,4
Centropages,hamatus,A,B,17,10,0.064,4
Centropages,hamatus,A,B,17,10,0.064,4
Centropages,hamatus,A,B,17,10,0.084,4
Centropages,hamatus,A,B,17,10,0.116,4
Centropages,hamatus,A,B,17,10,0.068,4
Centropages,hamatus,A,B,17,10,0.072,4
Centropages,hamatus,A,B,17,10,0.064,4
Centropages,hamatus,A,B,15,10,0.12,4
Centropages,hamatus,A,B,15,10,0.084,4
Centropages,hamatus,A,B,15,10,0.052,4
Centropages,hamatus,A,B,15,10,0.036,4
Centropages,hamatus,A,B,15,10,0.044,4
Centropages,hamatus,A,B,15,10,0.06,4
Centropages,hamatus,A,B,15,10,0.064,4
Centropages,hamatus,A,B,15,10,0.064,4
Centropages,hamatus,A,B,12,10,0.072,4
Centropages,hamatus,A,B,12,10,0.044,4
Centropages,hamatus,A,B,8,10,0.116,4
Centropages,hamatus,A,B,8,10,0.152,4
Centropages,hamatus,A,B,12,10,0.094,25
Centropages,hamatus,A,B,7,10,0.068,25
Centropages,hamatus,A,B,12,10,0.152,25
Centropages,hamatus,A,B,12,10,0.105,25
Centropages,hamatus,A,B,6,10,0.168,63
Centropages,hamatus,A,B,6,10,0.204,63
Centropages,hamatus,A,B,6,10,0.2,63
Centropages,hamatus,A,B,7.5,10,0.092,63
Centropages,hamatus,A,B,8,10,0.072,63
Centropages,hamatus,A,B,8.5,10,0.076,63
Centropages,hamatus,A,B,12.5,10,0.02,63
Centropages,hamatus,A,B,15.5,10,0.068,63
,,,,,,,
Centropages,typicus,A,B,20,14.28,0.02,1
Centropages,typicus,A,B,20,14.28,0.07,1
Centropages,typicus,A,B,20,14.28,0.06,1
Centropages,typicus,A,B,20,14.28,0.05,1
Centropages,typicus,A,B,20,14.28,0.02,1
Centropages,typicus,A,B,17,14.28,0.05,1
Centropages,typicus,A,B,13,14.28,0.01,1
Centropages,typicus,A,B,20,14.28,0.01,1
Centropages,typicus,A,B,17,5.72,0.01,2
Centropages,typicus,A,B,17,6,0.098,2
Centropages,typicus,A,B,16.5,12.3,0.26,8
Centropages,typicus,A,B,16.5,12.3,0.15,8
Centropages,typicus,A,B,16.5,12.3,0.22,8
Centropages,typicus,A,B,16.5,12.3,0.25,8
Centropages,typicus,A,B,16.5,12.3,0.25,8
Centropages,typicus,A,B,16.5,12.3,0.24,8
Centropages,typicus,C,B,16.5,0.52,0.28,8
Centropages,typicus,C,B,16.5,1.04,0.34,8
Centropages,typicus,C,B,16.5,2,0.28,8
Centropages,typicus,A,B,17,14.28,0.081,4
Centropages,typicus,A,B,17,14.28,0.083,4
Centropages,typicus,A,B,17,14.28,0.09,4
Centropages,typicus,A,B,17,14.28,0.099,4
Centropages,typicus,A,B,17,14.28,0.101,4
Centropages,typicus,A,B,17,14.28,0.112,4
Centropages,typicus,A,B,17,14.28,0.13,4
Centropages,typicus,A,B,17,14.28,0.148,4
Centropages,typicus,A,B,17,14.28,0.15,4
Centropages,typicus,A,B,17,14.28,0.202,4
Centropages,typicus,A,B,15,14.28,0.065,4
Centropages,typicus,A,B,15,14.28,0.069,4
Centropages,typicus,A,B,15,14.28,0.063,4
Centropages,typicus,A,B,15,14.28,0.13,4
Centropages,typicus,A,B,15,14.28,0.17,4
Centropages,typicus,A,B,15,14.28,0.197,4
Centropages,typicus,A,B,12,14.28,0.112,4
Centropages,typicus,A,B,8,14.28,0.016,4
Centropages,typicus,A,B,15,9.96,0.033,23
Centropages,typicus,A,B,15,10.84,0.025,23
Centropages,typicus,A,B,15,16.72,0.055,23
Centropages,typicus,A,B,15,13.72,0.022,23
Centropages,typicus,A,B,10,14.72,0.024,23
Centropages,typicus,A,B,10,16.28,0.011,23
Centropages,typicus,A,B,10,20.32,0.03,23
Centropages,typicus,A,B,10,17.32,0.038,23
Centropages,typicus,A,B,10,18.8,0.027,23
Centropages,typicus,A,B,15,9.28,0.037,23
Centropages,typicus,A,B,12,14.28,0.043,25
Centropages,typicus,A,B,12,14.28,0.106,25
Centropages,typicus,A,B,7,14.28,0,25
Centropages,typicus,A,B,12,14.28,0.231,25
Centropages,typicus,A,B,12,14.28,0.074,25
Centropages,typicus,A,B,12,14.28,0.169,25
Centropages,typicus,A,B,19,14.28,0.047,42
Centropages,typicus,A,B,19,14.28,0.009,42
Centropages,typicus,A,B,19,14.28,0.001,42
Centropages,typicus,A,B,19,14.28,0.002,42
Centropages,typicus,A,B,19,14.28,0.001,42
Centropages,typicus,A,B,11.5,14.1,0.144,57
Centropages,typicus,A,B,11.5,14.1,0.018,57
Centropages,typicus,A,B,11.5,14.1,0.041,57
Centropages,typicus,A,B,11.5,14.1,0.186,57
Centropages,typicus,A,B,11.5,14.1,0.007,57
Centropages,typicus,A,B,11.5,14.1,0.045,57
Centropages,typicus,A,B,11.5,14.1,0.116,57
Centropages,typicus,A,B,11.5,14.1,0.075,57
Centropages,typicus,A,B,11.5,14.1,0.054,57
Centropages,typicus,A,B,11.5,14.1,0.003,57
Centropages,typicus,A,B,8.5,14.1,0,57
Centropages,typicus,A,B,8.5,14.1,0.011,57
Centropages,typicus,A,B,8.5,14.1,0.022,57
Centropages,typicus,A,B,8.5,14.1,0.001,57
Centropages,typicus,A,B,8.5,14.1,0.018,57
Centropages,typicus,A,B,8.5,14.1,0.011,57
Centropages,typicus,A,B,7.5,14.1,0,57
Centropages,typicus,A,B,7.5,14.1,0.029,57
Centropages,typicus,A,B,7.5,14.1,0.023,57
Centropages,typicus,A,B,7.5,14.1,0.039,57
Centropages,typicus,A,B,7.5,14.1,0.005,57
Centropages,typicus,A,B,7.5,14.1,0.003,57
Centropages,typicus,A,B,7.5,14.1,0.006,57
,,,,,,,
Centropages,velificatus,A,B,28,6.38,0.059,59
Centropages,velificatus,A,B,28,6.38,0.306,59
Centropages,velificatus,C,B,28,0.442,0.62,24
Centropages,verificatus,C,B,28,1.012,0.5,24
Centropages,verificatus,C,B,28,2.15,0.44,24
Centropages,verificatus,C,B,28,3.901,0.38,24
Centropages,velificatus,C,B,28,0.832,1,58
Centropages,velificatus,C,B,28,0.704,0.702,58
Centropages,velificatus,C,B,28,0.277,0.647,58
Centropages,velificatus,C,B,28,0.612,0.669,58
Centropages,velificatus,C,B,28,1.251,0.758,58
Centropages,velificatus,C,B,28,2.374,0.525,58
Centropages,velificatus,C,B,28,4.564,0.603,58
Centropages,velificatus,N,B,28,0.031,0.636,60
Centropages,velificatus,N,B,28,0.107,0.336,60
Centropages,velificatus,N,B,28,0.064,0.554,60
Centropages,velificatus,N,B,28,0.069,0.555,60
Centropages,velificatus,N,B,28,0.032,0.682,60
,,,,,,,
Corycaeidae:,,,,,,,
,,,,,,,
Corycaeus,subulatus,N,s,28,0.013,0.447,60
Corycaeus,subulatus,N,s,28,0.02,0.468,60
Corycaeus,subulatus,N,s,28,0.021,0.338,60
Corycaeus,subulatus,N,s,28,0.012,0.371,60
,,,,,,,
Eucalanidae:,,,,,,,
,,,,,,,
Eucalanus,californicus,A,B,12.9,161,0.117,56
Eucalanus,californicus,A,B,12.9,161,0.036,56
Eucalanus,californicus,A,B,13.5,161,0.139,56
Eucalanus,californicus,A,B,13.5,161,0.094,56
Eucalanus,calijbrnicus,A,B,12.8,161,0.07,56
Eucalanus,californicus,A,B,12.8,161,0.157,56
Eucalanus,californicus,A,B,12.8,161,0.094,56
Eucalanus,californicus,A,B,12.8,161,0.045,56
Eucalanus,californicus,A,B,12.8,161,0.099,56
Eucalanus,californicus,A,B,13.3,161,0.297,56
Eucalanus,californicus,A,B,13.3,161,0.142,56
Eucalanus,californicus,A,B,13.2,161,0.121,56
Eucalanus,calijornicus,A,B,13.2,161,0.13,56
Eucalanus,californicus,A,B,13.2,161,0.121,56
Eucalanus,californicus,A,B,13.2,161,0.225,56
Eucalanus,californicus,A,B,13.2,161,0.13,56
Eucalanus,californicus,A,B,14.4,161,0.117,56
Eucalanus,californicus,A,B,14.4,161,0.152,56
Eucalanus,californicus,A,B,14.4,161,0.124,56
Eucalanus,californicus,A,B,14.5,161,0.038,56
Eucalanus,californicus,A,B,13.9,161,0.121,56
Eucalanus,californicus,A,B,13.9,161,0.088,56
Eucalanus,californicus,A,B,14.2,161,0.016,56
Eucalanus,californicus,A,B,15.5,161,0.023,56
Eucalanus,californicus,A,B,14,161,0.049,56
Eucalanus,californicus,A,B,14,161,0.003,56
Eucalanus,californicus,A,B,12.8,161,0.067,56
Eucalanus,californicus,A,B,12.8,161,0.045,56
Eucalanus,californicus,A,B,12.5,161,0.036,56
Eucalanus,californicus,A,B,12.5,161,0.07,56
Eucalanus,californicus,A,B,12.5,161,0.125,56
Eucalanus,californicus,A,B,12.7,161,0.163,56
Eucalanus,californicus,A,B,12.7,161,0.139,56
Eucalanus,californicus,A,B,12.7,161,0.067,56
Eucalanus,californicus,A,B,12.7,161,0.053,56
Eucalanus,californicus,A,B,12.7,161,0.042,56
Eucalanus,californicus,A,B,12.7,161,0.121,56
Eucalanus,californicus,A,B,13.8,161,0.075,56
Eucalanus,californicus,A,B,13.8,161,0.089,56
Eucalanus,californicus,A,B,13.8,161,0.099,56
Eucalanus,californicus,A,B,15.3,161,0.233,56
Eucalanus,californicus,A,B,15.3,161,0.113,56
Eucalanus,californicus,A,B,15.3,161,0.074,56
Eucalanus,californicus,A,B,15.3,161,0.056,56
Eucalanus,californicus,A,B,15.3,161,0.105,56
Eucalanus,californicus,A,B,16.7,161,0.097,56
Eucalanus,californicus,A,B,16.5,161,0.099,56
Eucalanus,californicus,A,B,15.7,161,0.022,56
Eucalanus,californicus,A,B,15.9,161,0,56
Eucalanus,californicus,A,B,15.8,161,0,56
Eucalanus,californicus,A,B,16.2,161,0.011,56
Eucalanus,californicus,A,B,12.9,161,0,56
Eucalanus,californicus,A,B,12.9,161,0.085,56
Eucalanus,californicus,A,B,12.9,161,0.023,56
Eucalanus,californicus,A,B,12.9,161,0.056,56
Eucalanus,californicus,A,B,12.9,161,0.039,56
Eucalanus,californicus,A,B,13.6,161,0.111,56
Eucalanus,californicus,A,B,12,161,0.05,67
Eucalanus,californicus,A,B,12,161,0.04,67
,,,,,,,
Rhincalanus,gigas,A,B,3.5,706,0.012,15
Rhincalanus,nasutus,A,B,17,150,0.017,66
,,,,,,,
Euchaetidae:,,,,,,,
,,,,,,,
Euchaeta,marina,C,s,26,3.159,0.38,22
Euchaeta,marina,C,s,26,5.965,0.38,22
Euchaeta,marina,C,s,26,11.501,0.24,22
Euchaeta,marina,C,s,26,20.883,0.29,22
Euchaeta,marina,C,s,26,39.179,0.24,22
,,,,,,,
Euchaeta,spp.,A,s,27.5,64.64,0,69
Euchaeta,spp.,A,s,27.5,63.8,0.008,69
Euchaeta,spp.,A,s,25,99.3,0.011,69
Euchaeta,spp.,A,s,22.5,119.23,0,69
,,,,,,,
Macrosetellidae:,,,,,,,
,,,,,,,
Macrosetella,spp.,A,s,23.5,2.24,0.014,69
Macrosetella,spp.,A,s,28,2.24,0.019,69
Macrosetella,spp.,A,s,27,1.8,0.012,69
,,,,,,,
Metridiidae:,,,,,,,
,,,,,,,
Metridia,gerlachei,A,B,0,98.8,0.008,37
Metridia,gerlachei,A,B,0,98.8,0.01,37
Metridia,gerlachei,A,B,0,98.8,0.018,37
Metridia,gerlachei,A,B,0,98.8,0.013,37
Metridia,gerlachei,A,B,0,98.8,0.011,37
Metridia,gerlachei,A,B,0,98.8,0,37
Metridia,gerlachei,A,B,0,98.8,0.001,37
Metridia,gerlachei,A,B,0,98.8,0,37
,,,,,,,
Metridia,lucens,A,B,11.5,26.2,0.007,57
Metridia,lucens,A,B,11.5,26.2,0.015,57
Metridia,lucens,A,B,11.5,26.2,0.006,57
Metridia,lucens,A,B,11.5,26.2,0.0005,57
Metridia,lucens,A,B,8.5,26.2,0,57
Metridia,lucens,A,B,8.5,26.2,0,57
Metridia,lucens,A,B,8.5,26.2,0.003,57
Metridia,lucens,A,B,8.5,26.2,0,57
Metridia,lucens,A,B,8.5,26.2,0,57
Metridia,lucens,A,B,8.5,26.2,0.012,57
Metridia,lucens,A,B,8.5,26.2,0,57
Metridia,lucens,A,B,8.5,26.2,0.002,57
Metridia,lucens,A,B,7.5,26.2,0.001,57
Metridia,lucens,A,B,7.5,26.2,0,57
Metridia,lucens,A,B,7.5,26.2,0.001,57
Metridia,lucens,A,B,7.5,26.2,0.0005,57
Metridia,lucens,A,B,7.5,26.2,0.014,57
Metridia,lucens,A,B,6.5,26.2,0.001,57
Metridia,lucens,A,B,6.5,26.2,0.01,57
Metridia,lucens,A,B,6.5,26.2,0.016,57
Metridia,lucens,A,B,6.5,26.2,0.01,57
Metridia,lucens,A,B,6.5,26.2,0.01,57
Metridia,lucens,A,B,6.5,26.2,0.005,57
Metridia,lucens,A,B,6.5,26.2,0.012,57
0ithona,aruensis,A,s,24.9,0.297,0.088,64
Oithona,aruensis,A,s,22.2,0.297,0.02,64
Oithona,aruensis,A,s,29.5,0.297,0.058,64
Oithona,aruensis,A,s,28.8,0.297,0.015,64
0ithona,davisae,A,s,18.1,0.221,0.034,65
Oithona,davisae,A,s,18,0.222,0.191,65
Oithona,davisae,A,s,17.6,0.229,0.217,65
Oithona,davisae,A,s,15.8,0.226,0.076,65
Oithona,davisae,A,s,16.2,0.223,0.029,65
Oithona,davisae,A,s,15.4,0.219,0.062,65
Oithona,davisae,A,s,14.6,0.226,0.044,65
Oithona,davisae,A,s,14.5,0.229,0.041,65
Oithona,davisae,A,s,14.2,0.228,0.061,65
Oithona,davisae,A,s,14,0.23,0.042,65
Oithona,davisae,A,s,14,0.23,0.04,65
Oithona,davisae,A,s,13.1,0.232,0.029,65
Oithona,davisae,A,s,12.4,0.232,0.023,65
Oithona,davisae,A,s,12.4,0.23,0.013,65
Oithona,davisae,A,s,11.8,0.237,0.016,65
Oithona,davisae,A,s,11.1,0.237,0.013,65
Oithona,davisae,A,s,10.7,0.234,0.022,65
Oithona,davisae,A,s,10.2,0.236,0.016,65
Oithona,davisae,A,s,10,0.235,0.017,65
Oithona,davisae,A,s,9.5,0.235,0.024,65
Oithona,davisae,A,s,9,0.238,0.013,65
Oithona,davisae,A,s,10,0.243,0.011,65
Oithona,davisae,A,s,10.1,0.237,0.012,65
Oithona,davisae,A,s,9.6,0.241,0.013,65
Oithona,davisae,A,s,9.7,0.241,0.018,65
Oithona,davisae,A,s,8.9,0.241,0.021,65
Oithona,davisae,A,s,9.6,0.241,0.027,65
Oithona,davisae,A,s,9.6,0.246,0.012,65
Oithona,davisae,A,s,10.5,0.243,0.008,65
Oithona,davisae,A,s,10.8,0.246,0.02,65
Oithona,davisae,A,s,10.8,0.244,0.022,65
Oithona,davisae,A,s,10.8,0.248,0.04,65
Oithona,davisae,A,s,11.2,0.252,0.057,65
Oithona,davisae,A,s,12.4,0.245,0.081,65
Oithona,davisae,A,s,12.2,0.243,0.071,65
Oithona,davisae,A,s,13.1,0.239,0.085,65
Oithona,davisae,A,s,14.4,0.24,0.072,65
Oithona,davisae,A,s,13.4,0.238,0.062,65
Oithona,davisae,A,s,15.2,0.243,0.107,65
Oithona,davisae,A,s,14.7,0.237,0.052,65
"Oithona,""da,'i.sae"",A,s,16.2,0.235,0.052,65"
Oithona,davisae,A,s,16.7,0.236,0.111,65
Oithona,davisae,A,s,16.9,0.233,0.116,65
"Oithona,""da,·isae"",A,s,19,0.234,0.08,65"
Oithona,davisae,A,s,19.5,0.231,0.129,65
Oithona,davisae,A,s,19.3,0.231,0.123,65
Oithona,davisae,A,s,20.7,0.229,0.117,65
Oithona,davisae,A,s,20.4,0.231,0.11,65
Oithona,davisae,A,s,21.2,0.225,0.299,65
Oithona,davisae,A,s,21.8,0.221,0.294,65
Oithona,davisae,A,s,20.7,0.223,0.31,65
Oithona,davisae,A,s,22.4,0.22,0.1,65
Oithona,darisae,A,s,21.2,0.223,0.171,65
Oithona,davisae,A,s,22.4,0.222,0.29,65
Oithona,davisae,A,s,22.1,0.221,0.214,65
Oithona,davisae,A,s,22.2,0.218,0.13,65
Oithona,davisae,A,s,22.5,0.218,0.152,65
Oithona,davisae,A,s,24.1,0.215,0.152,65
Oithona,davisae,A,s,24.3,0.215,0.135,65
Oithona,davisae,A,s,24.4,0.215,0.217,65
Oithona,davisae,A,s,25.4,0.213,0.1,65
Oithona,davisae,A,s,26.9,0.209,0.144,65
Oithona,davisae,A,s,26.8,0.21,0.145,65
Oithona,darisae,A,s,25.8,0.205,0.351,65
Oithona,davisae,A,s,26.8,0.202,0.277,65
Oithona,darisae,A,s,26.2,0.199,0.162,65
Oithona,davisae,A,s,26.8,0.199,0.188,65
Oithona,davisae,A,s,27.2,0.201,0.177,65
Oithona,davisae,A,s,26.8,0.203,0.16,65
Oithona,davisae,A,s,26.8,0.201,0.215,65
Oithona,darisae,A,s,27.5,0.203,0.095,65
Oithona,davisae,A,s,27.7,0.203,0.108,65
Oithona,davisae,A,s,27.8,0.205,0.18,65
Oithona,davisae,A,s,28.2,0.205,0.091,65
Oithona,davisae,A,s,27,0.205,0.089,65
Oithona,davisae,A,s,26.2,0.206,0.078,65
Oithona,davisae,A,s,25.9,0.206,0.072,65
0ithona,davisae,A,s,25.7,0.205,0.057,65
Oithona,davisae,A,s,24.4,0.206,0.053,65
Oithona,davisae,A,s,24.6,0.203,0.086,65
Oithona,davisae,A,s,24.2,0.206,0.053,65
Oithona,davisae,A,s,24.4,0.208,0.052,65
Oithona,davisae,A,s,23.8,0.212,0.053,65
Oithona,davisae,A,s,23.2,0.209,0.068,65
Oithona,davisae,A,s,22.7,0.211,0.069,65
Oithona,davisae,A,s,21.7,0.212,0.082,65
Oithona,davisae,A,s,21.1,0.212,0.116,65
Oithona,davisae,A,s,21.3,0.212,0.082,65
Oithona,davisae,A,s,20.6,0.214,0.126,65
Oithona,davisae,A,s,20,0.215,0.048,65
0ithona,simplex,N,s,28,0.02,0.31,60
0ithona,simplex,N,s,28,0.007,0.513,60
Oithona,simplex,N,s,28,0.013,0.553,60
Oithona,simplex,N,s,28,0.017,0.425,60
Oithona,simplex,N,s,28,0.01,0.626,60
Oithona,simplex,N,s,28,0.006,0.339,60
Oithona,simplex,N,s,28,0.007,0.596,60
Oithona,simplex,N,s,28,0.011,0.748,60
Oithona,simplex,N,s,28,0.008,0.745,60
Oithona,simplex,N,s,28,0.01,0.672,60
Oithona,simplex,N,s,28,0.007,0.568,60
Oithona,simplex,N,s,28,0.014,0.432,60
Oithona,simplex,N,s,28,0.016,0.416,60
Oithona,simplex,N,s,28,0.013,0.388,60
Oithona,simplex,N,s,28,0.01,0.482,60
Oithona,simplex,N,s,28,0.016,0.501,60
Oithona,simplex,N,s,28,0.008,0.53,60
Oithona,simplex,N,s,28,0.014,0.459,60
Oithona,simplex,N,s,28,0.008,0.605,60
0ithona,plumifera,A,s,28,0.85,0.098,59
0ithona,plumifera,C,s,26,0.167,0.3,22
Oithona,plumifera,C,s,26,0.285,0.3,22
Oithona,plumifera,C,s,26,0.46,0.16,22
Oithona,plumifera,C,s,26,0.614,0.09,22
Oithona,plumifera,C,s,26,0.721,0.04,22
0ithona,similis,A,s,4.5,0.55,0.008,46
Oithona,similis,A,s,5,0.55,0.023,46
Oithona,similis,A,s,5,0.55,0.018,46
Oithona,similis,A,s,5,0.55,0.038,46
Oithona,similis,A,s,5,0.55,0.025,46
Oithona,similis,A,s,5,0.55,0.02,46
Oithona,similis,A,s,5,0.55,0.065,46
Oithona,similis,A,s,5,0.55,0.063,46
Oithona,similis,A,s,6,0.55,0.02,46
Oithona,similis,A,s,6,0.55,0.018,46
Oithona,similis,A,s,6,0.55,0.08,46
Oithona,similis,A,s,6,0.55,0.008,46
Oithona,similis,A,s,6,0.55,0.04,46
Oithona,similis,A,s,6,0.55,0.008,46
Oithona,similis,A,s,6,0.55,0.053,46
Oithona,similis,A,s,15,0.55,0.05,46
Oithona,similis,A,s,15,0.55,0.035,46
Oithona,similis,A,s,17,0.55,0.038,46
Oithona,similis,A,s,17,0.55,0.018,46
Oithona,similis,A,s,18,0.55,0.03,46
Oithona,similis,A,s,18,0.55,0.028,46
Oithona,similis,A,s,17,0.55,0.038,46
Oithona,similis,A,s,17,0.55,0.06,46
Oithona,similis,A,s,17,0.55,0.02,46
Oithona,similis,A,s,17,0.55,0.035,46
Oithona,similis,A,s,17,0.55,0.028,46
Oithona,similis,A,s,15,0.55,0.03,46
Oithona,similis,A,s,15,0.55,0.033,46
Oithona,similis,A,s,15,0.55,0.05,46
Oithona,similis,A,s,15,0.55,0.01,46
Oithona,similis,A,s,15,0.55,0.035,46
Oithona,similis,A,s,14,0.55,0.063,46
Oithona,similis,A,s,9,0.55,0.01,46
Oithona,similis,A,s,9,0.55,0.065,46
Oithona,similis,A,s,9,0.55,0.023,46
Oithona,sp.,A,s,22.2,0.61,0.019,64
Oithona,sp.,A,s,22.2,0.61,0.042,64
Oithona,spp.,A,s,12,0.752,0.053,25
Oithona,spp.,A,s,9.6,0.643,0.038,25
Oithona,spp.,A,s,12,0.746,0.05,25
Oithona,spp.,A,s,9.5,0.765,0.052,25
Oithona,spp.,A,s,12,0.72,0.067,25
Oithona,spp.,A,s,8.2,0.651,0.026,25
Oithona,spp.,A,s,8.2,0.648,0.029,25
Oithona,spp.,A,s,12,0.752,0.065,25
Oithona,spp.,A,s,7.7,0.685,0.02,25
Oithona,spp.,A,s,7.7,0.621,0.025,25
Oithona,spp.,A,s,12,0.855,0.041,25
Oithona,spp.,A,s,8.5,0.734,0.048,25
Oithona,spp.,A,s,7.6,0.827,0.02,25
Oithona,spp.,A,s,6.7,0.714,0.048,25
Oithona,spp.,A,s,12,0.743,0.095,25
Oithona,spp.,A,s,8.6,0.671,0.043,25
Oithona,spp.,A,s,8.5,0.668,0.043,25
Oithona,spp.,A,s,12,0.789,0.03,25
Oithona,spp.,A,s,7.8,0.618,0.071,25
Oithona,spp.,A,s,7.6,0.654,0.024,25
Oithona,spp.,A,s,7.5,0.64,0.059,25
Oithona,spp.,A,s,9,0.729,0.024,25
Oithona,spp.,A,s,7,0.731,0.023,25
Oithona,spp.,A,s,12,0.789,0.03,25
Oithona,spp.,A,s,8.6,0.634,0.018,25
Oithona,spp.,A,s,7.8,0.685,0.04,25
Oithona,spp.,A,s,6.7,0.668,0.054,25
Oithona,spp.,A,s,12,0.824,0.04,25
Oithona,spp.,A,s,8,0.808,0.057,25
Oithona,spp.,A,s,12,0.824,0.0093,25
Oithona,spp.,A,s,8,0.651,0.055,25
Oithona,spp.,A,s,8,0.656,0.055,25
Oithona,spp.,A,s,12,0.898,0.032,25
Oithona,spp.,A,s,8,0.868,0.014,25
Oithona,spp.,A,s,8,0.752,0.021,25
Oithona,spp.,A,s,12,0.795,0.066,25
Oithona,spp.,A,s,8.5,0.72,0.057,25
Oithona,spp.,A,s,7.5,0.705,0.028,25
Oithona,spp.,A,s,7.5,0.634,0.049,25
Oithona,spp.,A,s,12,0.777,0.031,25
Oithona,spp.,A,s,8,0.673,0.025,25
Oithona,spp.,A,s,7.2,0.645,0.04,25
Oithona,spp.,A,s,7,0.72,0.046,25
Oithona,spp.,A,s,10.5,0.51,0.021,69
Oithona,spp.,A,s,12,0.45,0.066,69
Oithona,spp.,A,s,13.5,0.51,0.028,69
Oithona,spp.,A,s,27,1.31,0.019,69
Oithona,spp.,A,s,27.5,0.43,0.026,69
Oithona,spp.,A,s,27.5,0.42,0.02,69
Oithona,spp.,A,s,25,0.42,0.042,69
Oithona,spp.,A,s,23,2.05,0.046,69
Acrocalanus,gibber,A,B,26.7,4.74,0.1,26
Acrocalanus,gibber,A,B,27.3,7.03,0.16,26
Acrocalanus,gibber,A,B,28,7.03,0.21,26
Acrocalanus,gibber,A,B,26.1,7.33,0.07,26
Acrocalanus,gibber,A,B,24.7,9.85,0.05,26
Acrocalanus,gibber,A,B,21.6,9.67,0.03,26
